ITEM_SEQ,ITEM_NAME,ENTP_NAME,ITEM_PERMIT_DATE,CNSGN_MANUF,ETC_OTC_CODE,CHART,BAR_CODE,MATERIAL_NAME,EE_DOC_ID,UD_DOC_ID,NB_DOC_ID,INSERT_FILE,VALID_TERM,STORAGE_METHOD,REEXAM_TARGET,REEXAM_DATE,PACK_UNIT,EDI_CODE,PERMIT_KIND,ENTP_NO,NARCOTIC_KIND,NEWDRUG_CLASS_NAME,INDUTY_TYPE,MAIN_ITEM_INGR,INGR_NAME
202300038,디피원정10밀리그램(다파글리플로진프로판디올수화물),(주)다림바이오텍,2023.1.4,(주)넥스팜코리아,2,노란색의 양면이 볼록한 다이아몬드형의 필름코팅 정제,8.81E+12,총량 : 1정260밀리그램|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.30|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300038/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300038/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300038/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃) 보관",,,"30정/병,100정/병,28정/상자[((7정/Alu-Alu)×4)]",664602780,A,1308,,N,A,다파글리플로진프로판디올수화물,규화미결정셀룰로오스/유당수화물/저치환도히드록시프로필셀룰로오스/코포비돈/스테아르산마그네슘/탭쉴드노란색(21Y045)
202300039,테카비어디정(테노포비르알라페나미드),제일약품(주),2023.1.4,,2,노란색의 원형 필름코팅정,8.81E+12,총량 : 1정208.0밀리그램|성분명 : 테노포비르알라페나미드|분량 : 25.0|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300039/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300039/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300039/NB,,제조일로부터 24 개월,"기밀용기, 실온(1~30℃) 보관",,,30정/병,,A,1668,,N,A,테노포비르알라페나미드,미결정셀룰로오스/무수유당/크로스카멜로오스나트륨/스테아르산마그네슘/오파드라이AMBII노란색(88A620040)
202300042,노량캡슐,(유)한풍제약,2023.1.4,,1,"흰색의 가루가 든 상부 연녹색, 하부 흰색의 경질캡슐",8.81E+12,총량 : 1캡슐269.0밀리그램|성분명 : 클로르페니라민말레산염|분량 : 1|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐269.0밀리그램|성분명 : 스코폴라민브롬화수소산염수화물|분량 : 0.1|단위 : 밀리그램|규격 : EP|성분정보 : |비고 : ;총량 : 1캡슐269.0밀리그램|성분명 : 피리독신염산염|분량 : 2.5|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐269.0밀리그램|성분명 : 아미노벤조산에틸|분량 : 25|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐269.0밀리그램|성분명 : 카페인무수물|분량 : 10|단위 : 밀리그램|규격 : KP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300042/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300042/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300042/NB,,제조일로부터 36 개월,"밀폐용기, 실온(1~30℃)보관",,,4캡슐/상자[4캡슐/PTP X 1],,B,1417,,N,A,클로르페니라민말레산염/스코폴라민브롬화수소산염수화물/피리독신염산염/아미노벤조산에틸/카페인무수물,캡슐/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘
202300044,크리롤액(폴리에틸렌글리콜4000),(주)한국파마,2023.1.4,,1,복숭아 향이 있는 무색투명한 액이 알루미늄호일 파우치에 든 액제,,총량 : 100밀리리터밀리리터|성분명 : 폴리에틸렌글리콜4000|분량 : 50.0|단위 : 그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300044/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300044/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300044/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,"30포/상자[20mL/포],30포/상자[8mL/포],10포/상자[20mL/포],10포/상자[8mL/포]",,A,1401,,N,A,폴리에틸렌글리콜4000,수크랄로스/아세설팜칼륨/시트르산수화물/복숭아향 6322-B/메틸파라벤/프로필파라벤/정제수
202300045,이지락스액(폴리에틸렌글리콜4000),(주)인트로바이오파마,2023.1.4,(주)한국파마,1,복숭아 향이 있는 무색투명한 액이 알루미늄호일 파우치에 든 액제,8.80E+12,총량 : 100밀리리터|성분명 : 폴리에틸렌글리콜4000|분량 : 50.0|단위 : 그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300045/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300045/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300045/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,"30포/상자[20mL/포],30포/상자[8mL/포],10포/상자[20mL/포],10포/상자[8mL/포]",,A,353,,N,A,폴리에틸렌글리콜4000,수크랄로스/아세설팜칼륨/시트르산수화물/복숭아향 6322-B/메틸파라벤/프로필파라벤/정제수
202300051,포시글리듀오서방정10/1000밀리그램,신일제약(주),2023.1.5,,2,노란색의 양면이 볼록한 타원형의 서방성 필름코팅정,8.81E+12,총량 : 1정1606.8밀리그램-속방부|성분명 : 다파글리플로진무수유당혼합물|분량 : 15.27|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정1606.8밀리그램-서방부|성분명 : 메트포르민염산염|분량 : 1000.00|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300051/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300051/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300051/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃) 보관",,,"30정/상자[(6정/PTP*5)],30정/병,200정/병",653806260,A,1321,,N,A,다파글리플로진무수유당혼합물/메트포르민염산염,미결정셀룰로오스/무수유당/크로스포비돈/스테아르산마그네슘/히프로멜로오스/히프로멜로오스/규산칼슘/스테아르산마그네슘/오파드라이II노란색(85F220008)
202300053,에스카브정60/5밀리그램,(주)동구바이오제약,2023.1.5,,2,주황색의 모서리가 둥근 사각형 필름코팅정,8.81E+12,총량 : 1정324밀리그램-피마사르탄칼륨층|성분명 : 피마사르탄칼륨삼수화물|분량 : 66.01|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정324밀리그램-에스암로디핀층|성분명 : 에스암로디핀베실산염2.5수화물|분량 : 7.48|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300053/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300053/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300053/NB,,제조일로부터 36 개월,"차광기밀용기, 실온(1~30℃)보관",,,"30정/병,300정/병",657308800,A,1305,,N,A,피마사르탄칼륨삼수화물/에스암로디핀베실산염2.5수화물,유당수화물/미결정셀룰로오스/히드록시프로필셀룰로오스/크로스카멜로오스나트륨/스테아르산마그네슘/미결정셀룰로오스/전호화전분/콜로이드성이산화규소/스테아르산마그네슘/오파드라이주황색(03B530094)
202300054,에스카브정30/2.5밀리그램,(주)동구바이오제약,2023.1.5,,2,흰색의 모서리가 둥근 사각형 필름코팅정,8.81E+12,총량 : 1정162.0밀리그램-피마사르탄칼륨층|성분명 : 피마사르탄칼륨삼수화물|분량 : 33.005|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정162.0밀리그램-에스암로디핀층|성분명 : 에스암로디핀베실산염2.5수화물|분량 : 3.74|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300054/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300054/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300054/NB,,제조일로부터 36 개월,"차광기밀용기, 실온(1~30℃)보관",,,"30정/병,300정/병",657308790,A,1305,,N,A,피마사르탄칼륨삼수화물/에스암로디핀베실산염2.5수화물,유당수화물/미결정셀룰로오스/히드록시프로필셀룰로오스/크로스카멜로오스나트륨/스테아르산마그네슘/미결정셀룰로오스/전호화전분/콜로이드성이산화규소/스테아르산마그네슘/오파드라이흰색(03B28796)
202300055,에스카브정60/2.5밀리그램,(주)동구바이오제약,2023.1.5,,2,노란색의 모서리가 둥근 사각형 필름코팅정,8.81E+12,총량 : 1정246.61밀리그램-피마사르탄칼륨층|성분명 : 피마사르탄칼륨삼수화물|분량 : 66.01|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정246.61밀리그램-에스암로디핀층|성분명 : 에스암로디핀베실산염2.5수화물|분량 : 3.74|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300055/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300055/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300055/NB,,제조일로부터 36 개월,"차광기밀용기, 실온(1~30℃)보관",,,"30정/병,300정/병",657308780,A,1305,,N,A,피마사르탄칼륨삼수화물/에스암로디핀베실산염2.5수화물,유당수화물/미결정셀룰로오스/히드록시프로필셀룰로오스/크로스카멜로오스나트륨/스테아르산마그네슘/미결정셀룰로오스/전호화전분/콜로이드성이산화규소/스테아르산마그네슘/오파드라이노란색(03B620117)
202300056,"포실로진에스정(다파글리플로진프로판디올수화물,시타글립틴인산염수화물)",한화제약(주),2023.1.5,지엘파마(주),2,베이지색의 타원형의 필름코팅정,8.81E+12,총량 : 1정520밀리그램-다파글리플로진층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정520밀리그램-시타글립틴층|성분명 : 시타글립틴인산염수화물|분량 : 128.5|단위 : 밀리그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300056/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300056/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300056/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,30정/상자[(10정/PTP x 3)],651602860,A,1514,,N,A,다파글리플로진프로판디올수화물/시타글립틴인산염수화물,D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/오파드라이 II 85F17438 베이지색
202300063,한화졸레드론산주5밀리그램/100밀리리터(졸레드론산일수화물),한화제약(주),2023.1.5,(주)펜믹스,2,무색투명한 플라스틱 병에 든 무색투명한 주사액,8.81E+12,총량 : 1병100밀리리터|성분명 : 졸레드론산일수화물|분량 : 5.33|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300063/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300063/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300063/NB,,제조일로부터 36 개월,"밀봉용기, 실온(1~30℃)보관",,,1병/상자[(100밀리리터/병) x 1],651602851,A,1514,,N,A,졸레드론산일수화물,시트르산나트륨수화물/D-만니톨/주사용수
202300069,씨엘팜셀레늄구강용해필름(아셀렌산나트륨오수화물),(주)씨엘팜,2023.1.5,,1,흰색의 직사각형 구강용해필름,8.81E+12,총량 : 1매53.00밀리그램|성분명 : 아셀렌산나트륨오수화물|분량 : 0.33|단위 : 밀리그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300069/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300069/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300069/NB,,제조일로부터 24 개월,"기밀용기, 실온(1~30℃)보관",,,,,B,942,,N,A,아셀렌산나트륨오수화물,농글리세린/폴리에틸렌글리콜400/시트르산수화물/수크랄로스/산화티탄/천연레몬향/히프로멜로오스
